"year","month","dayofmonth","arrdelay_mean","depdelay_mean","n","date"
2008,1,1,19.2113244071624,19.0139537379917,19187,2008-01-01
2008,1,2,21.2300274133542,22.1652888519298,20954,2008-01-02
2008,1,3,13.8317766149934,16.1123057374646,20937,2008-01-03
2008,1,4,11.5585249328158,13.7585813492063,20929,2008-01-04
2008,1,5,15.9034502423724,17.3864191222393,18069,2008-01-05
2008,1,6,14.6968021284365,16.8224211512439,19897,2008-01-06
2008,1,7,10.2334247131688,12.0660157830838,20347,2008-01-07
2008,1,8,9.69864949748744,10.4850843738572,19604,2008-01-08
2008,1,9,1.33618204283361,4.60808517204135,19820,2008-01-09
2008,1,10,6.1254390366282,7.44570226407534,20305,2008-01-10
2008,1,11,7.47620010106114,9.63016393442623,20349,2008-01-11
2008,1,12,-4.53429868695545,1.52184020555488,16572,2008-01-12
2008,1,13,2.42568332524664,5.47751237357435,18947,2008-01-13
2008,1,14,2.49335064935065,5.10244434065079,20178,2008-01-14
2008,1,15,0.681901184327229,3.91059619890653,19504,2008-01-15
2008,1,16,0.916666666666667,3.17223810761632,19768,2008-01-16
2008,1,17,19.087852494577,17.5956503813647,20277,2008-01-17
2008,1,18,10.3114395183361,11.1213838353713,20348,2008-01-18
2008,1,19,7.97882874079864,10.114356339036,16255,2008-01-19
2008,1,20,2.97612443574264,6.38161469086168,18653,2008-01-20
2008,1,21,19.9669998979904,18.8318241937125,20133,2008-01-21
2008,1,22,17.2841249465126,16.2351338355506,19505,2008-01-22
2008,1,23,10.1869338885997,9.91663634946209,19771,2008-01-23
2008,1,24,7.5307804412282,7.93223314606742,20258,2008-01-24
2008,1,25,11.485602955316,11.6210329492622,20314,2008-01-25
2008,1,26,4.46597951182497,5.81294918673559,16282,2008-01-26
2008,1,27,19.494058752338,19.9856705316123,18922,2008-01-27
2008,1,28,9.53129339161738,11.2938702231341,20149,2008-01-28
2008,1,29,10.3447028981596,9.94121124187221,19498,2008-01-29
2008,1,30,4.41200567197101,6.785403449903,19767,2008-01-30
2008,1,31,23.8682970255551,20.6661801501251,20266,2008-01-31
2008,2,1,25.8137094648036,24.5037309511298,20334,2008-02-01
2008,2,2,4.27485048788165,7.46741657764092,16176,2008-02-02
2008,2,3,14.1688520055325,14.3699785088444,18857,2008-02-03
2008,2,4,19.5230020239593,18.5697422568768,20163,2008-02-04
2008,2,5,15.8026416330095,14.9832863034513,19490,2008-02-05
2008,2,6,16.3279661984698,15.2202593284638,19760,2008-02-06
2008,2,7,7.32899778181085,8.66799234796617,20254,2008-02-07
2008,2,8,9.27492477432297,10.4872745490982,20308,2008-02-08
2008,2,9,0.508920718683252,4.01297968397291,16142,2008-02-09
2008,2,10,12.3246556025599,12.7841874560312,18895,2008-02-10
2008,2,11,9.78197957822361,11.6608321817903,20139,2008-02-11
2008,2,12,26.8466610312764,21.7499019333147,19480,2008-02-12
2008,2,13,22.3858648881239,22.2551587725863,19868,2008-02-13
2008,2,14,10.2775755190397,11.5204873734892,20699,2008-02-14
2008,2,15,10.6981416618019,11.6669096209913,20800,2008-02-15
2008,2,16,8.00700187118971,9.96959702566563,17052,2008-02-16
2008,2,17,17.9410677272982,19.1299309115222,18867,2008-02-17
2008,2,18,19.6652828489971,20.0928236350933,20498,2008-02-18
2008,2,19,8.51826813143113,10.4915313167437,20379,2008-02-19
2008,2,20,7.39566329039237,8.97968496982188,20624,2008-02-20
2008,2,21,15.2687182581586,14.5305651672434,20744,2008-02-21
2008,2,22,28.566023498976,25.8218486492293,20777,2008-02-22
2008,2,23,10.4401127571523,12.7843454305905,17092,2008-02-23
2008,2,24,9.60030236680221,11.8447324588799,19480,2008-02-24
2008,2,25,9.782714941153,11.2783054050022,20704,2008-02-25
2008,2,26,21.7164739141609,18.9733565609469,20351,2008-02-26
2008,2,27,3.75333532457188,6.27136603323052,20335,2008-02-27
2008,2,28,2.5498958436663,5.50697881607602,20461,2008-02-28
2008,2,29,11.1164778374081,12.1622144985104,20507,2008-02-29
2008,3,1,2.49144356329378,6.17081744518589,16973,2008-03-01
2008,3,2,7.27536004189578,9.18750326524215,19379,2008-03-02
2008,3,3,12.4243262268705,12.6045169385194,20630,2008-03-03
2008,3,4,15.6796257796258,14.7877614252517,20275,2008-03-04
2008,3,5,8.39707643184993,10.2343999202552,20561,2008-03-05
2008,3,6,7.4677730410069,8.5049610205528,20679,2008-03-06
2008,3,7,23.0314529739682,20.6646133482666,20699,2008-03-07
2008,3,8,30.302616464582,28.8596446860972,17273,2008-03-08
2008,3,9,13.7573883161512,16.6900813351643,19545,2008-03-09
2008,3,10,8.16143408933346,10.9248752038749,20635,2008-03-10
2008,3,11,1.55110149884317,5.35604351531559,20283,2008-03-11
2008,3,12,3.80644046031511,7.3339578916227,20572,2008-03-12
2008,3,13,3.30927835051546,5.94661161039592,20710,2008-03-13
2008,3,14,8.73614686027876,9.69034696646637,20746,2008-03-14
2008,3,15,17.9867347537712,18.1444165547837,17301,2008-03-15
2008,3,16,9.99111386650134,11.5083243131797,19570,2008-03-16
2008,3,17,8.16240911770485,8.77312202541583,20651,2008-03-17
2008,3,18,19.0356338878823,18.9295139831659,20299,2008-03-18
2008,3,19,25.0383687015991,24.2526458343783,20590,2008-03-19
2008,3,20,12.6936495491964,14.2269368178926,20721,2008-03-20
2008,3,21,16.2154187981192,16.506102899521,20735,2008-03-21
2008,3,22,6.96454646340751,10.2804806907012,17308,2008-03-22
2008,3,23,2.71526231291108,6.19023229344508,19445,2008-03-23
2008,3,24,2.35770094735814,5.54534373476353,20655,2008-03-24
2008,3,25,8.21696459866807,10.4922461230615,20302,2008-03-25
2008,3,26,2.31804327187328,5.53953674121406,20584,2008-03-26
2008,3,27,11.3761564234635,12.0285157810627,20721,2008-03-27
2008,3,28,12.0308269212039,12.938704028021,20756,2008-03-28
2008,3,29,4.81611136999068,7.61424332344214,17298,2008-03-29
2008,3,30,17.2742690666944,16.2221471978393,19555,2008-03-30
2008,3,31,27.7423196851199,24.8907426246185,20639,2008-03-31
2008,4,1,15.4793710183032,15.4266686847283,20255,2008-04-01
2008,4,2,3.43874237354851,5.25788852845768,20520,2008-04-02
2008,4,3,9.72396394631136,8.99809458667188,20684,2008-04-03
2008,4,4,30.7566336237108,27.0538707102953,20734,2008-04-04
2008,4,5,7.72772890961686,10.1091487107029,17183,2008-04-05
2008,4,6,12.0901964829044,12.7914198897873,19543,2008-04-06
2008,4,7,5.15732377773415,6.69890680915731,20642,2008-04-07
2008,4,8,4.80383145719302,5.53843379701185,20135,2008-04-08
2008,4,9,7.03915222384631,8.29722685571309,20516,2008-04-09
2008,4,10,21.2593516209476,19.5123290509739,20708,2008-04-10
2008,4,11,17.8977451228781,16.7836679108242,20748,2008-04-11
2008,4,12,6.39065018807093,8.37088501908397,17066,2008-04-12
2008,4,13,4.14859582347495,6.80985191279309,19566,2008-04-13
2008,4,14,1.1961858190709,4.15239491691105,20600,2008-04-14
2008,4,15,-0.792980518176341,2.12849553974141,20111,2008-04-15
2008,4,16,0.753232069999508,3.25932294993367,20508,2008-04-16
2008,4,17,1.36441215194812,4.04383108994606,20713,2008-04-17
2008,4,18,3.20442499392171,5.85728164772175,20757,2008-04-18
2008,4,19,0.0188735060939532,4.34553085835895,17046,2008-04-19
2008,4,20,7.32957122242837,8.5612879995885,19567,2008-04-20
2008,4,21,2.42989695756214,4.77187332259796,20613,2008-04-21
2008,4,22,-1.09954456733897,1.89277319329832,20140,2008-04-22
2008,4,23,2.87716535433071,4.15631439505446,20552,2008-04-23
2008,4,24,2.96984018709803,4.9920638784751,20694,2008-04-24
2008,4,25,13.0375100160256,12.7160499975101,20725,2008-04-25
2008,4,26,4.00890562429024,6.8484776119403,17009,2008-04-26
2008,4,27,3.97675976502113,5.88,19549,2008-04-27
2008,4,28,15.6294727399581,15.120856147337,20608,2008-04-28
2008,4,29,1.39085353636546,3.78714457348819,20144,2008-04-29
2008,4,30,0.155137610161981,2.52646856243235,20490,2008-04-30
2008,5,1,4.75744179192455,5.26379344197919,20522,2008-05-01
2008,5,2,25.9310919279116,23.2643568339535,20579,2008-05-02
2008,5,3,2.94277847608787,6.05390690439153,16893,2008-05-03
2008,5,4,1.41162101761863,5.09703392031583,19362,2008-05-04
2008,5,5,3.83855528691962,5.36175876176862,20434,2008-05-05
2008,5,6,1.52292737543895,3.40452006094464,19922,2008-05-06
2008,5,7,7.63558939932869,7.56674168542136,20301,2008-05-07
2008,5,8,3.60223979566776,5.60114869176771,20504,2008-05-08
2008,5,9,9.36166213208014,10.4320609177215,20565,2008-05-09
2008,5,10,0.0308910183917624,3.31606803044719,16907,2008-05-10
2008,5,11,8.79058663028649,9.66481442650451,19378,2008-05-11
2008,5,12,9.86764558985116,11.4167954919463,20418,2008-05-12
2008,5,13,2.9543225015328,3.77116611380454,19746,2008-05-13
2008,5,14,6.00435391852667,7.61052000599431,20275,2008-05-14
2008,5,15,5.34523809523809,6.75503784527671,20479,2008-05-15
2008,5,16,12.4432599724897,12.9880210123226,20542,2008-05-16
2008,5,17,-1.72738045861231,3.12544420753376,16945,2008-05-17
2008,5,18,3.97460663654775,7.10483201990875,19378,2008-05-18
2008,5,19,3.81436180706254,6.76155513945008,20417,2008-05-19
2008,5,20,9.64747433682285,9.66321769121526,19922,2008-05-20
2008,5,21,2.98918489854641,5.36897149938042,20333,2008-05-21
2008,5,22,13.3808659834257,12.7508442225811,20545,2008-05-22
2008,5,23,9.61306998293099,9.59615197272285,20611,2008-05-23
2008,5,24,0.691318714328627,4.54721055788842,16717,2008-05-24
2008,5,25,-5.21126159102001,0.583912248628885,16458,2008-05-25
2008,5,26,-0.00176485855177786,3.5707026186155,19357,2008-05-26
2008,5,27,15.0066697450105,15.0720729904684,20294,2008-05-27
2008,5,28,2.09319849296054,4.26785271817236,20355,2008-05-28
2008,5,29,0.660668758580114,3.25612624975495,20522,2008-05-29
2008,5,30,8.235256283396,9.27651795859888,20581,2008-05-30
2008,5,31,10.8214646915343,11.485182550972,17031,2008-05-31
2008,6,1,5.45719593374271,7.29043890377086,19523,2008-06-01
2008,6,2,0.0849826516151102,3.21924428822496,20593,2008-06-02
2008,6,3,11.7652346130408,10.2587812531633,20134,2008-06-03
2008,6,4,21.8786002014099,18.6418112526326,20474,2008-06-04
2008,6,5,16.5008358737339,15.3693106658175,20791,2008-06-05
2008,6,6,15.9523832923833,15.9262383521334,20877,2008-06-06
2008,6,7,8.96172248803828,10.0957241692186,17882,2008-06-07
2008,6,8,20.310848731932,19.3420666526934,19895,2008-06-08
2008,6,9,16.6408607469701,16.8581839669096,20832,2008-06-09
2008,6,10,15.4590352988367,14.9495903277378,20605,2008-06-10
2008,6,11,10.0617011899515,9.80977730025396,20751,2008-06-11
2008,6,12,9.62908141053548,10.1039525119444,20916,2008-06-12
2008,6,13,17.4140590676104,16.174825856106,20997,2008-06-13
2008,6,14,11.8112010872643,12.389132389301,18130,2008-06-14
2008,6,15,15.9647504867302,17.2895583354608,20012,2008-06-15
2008,6,16,19.7977930211751,19.902679411619,20898,2008-06-16
2008,6,17,9.01815490873212,10.6866515837104,20689,2008-06-17
2008,6,18,8.55202495248306,9.23825487052422,20823,2008-06-18
2008,6,19,14.4087495122903,14.9502260244009,20947,2008-06-19
2008,6,20,8.97694635224053,9.81783763059523,21025,2008-06-20
2008,6,21,8.93266555370061,10.395126003877,18154,2008-06-21
2008,6,22,20.7878228782288,19.631425800194,20064,2008-06-22
2008,6,23,16.7558026136142,17.3601247016416,20927,2008-06-23
2008,6,24,7.14347911163291,9.51700912684855,20732,2008-06-24
2008,6,25,9.68968373860923,10.7705203992635,20854,2008-06-25
2008,6,26,20.3895004647977,19.2660835762877,20963,2008-06-26
2008,6,27,17.3634995387678,16.993660472319,21031,2008-06-27
2008,6,28,12.7666459942493,13.1785874188493,18156,2008-06-28
2008,6,29,19.9076883384933,20.2220004095004,20072,2008-06-29
2008,6,30,5.73631528046422,8.63865668035757,20918,2008-06-30
2008,7,1,1.27431179297956,4.82685872253747,20742,2008-07-01
2008,7,2,8.68791423001949,10.2653674617025,20937,2008-07-02
2008,7,3,3.37832745543263,6.55446644133269,20891,2008-07-03
2008,7,4,-3.84300899427637,1.81898662648333,15994,2008-07-04
2008,7,5,1.28735763749785,4.99560301507538,17603,2008-07-05
2008,7,6,17.6679174484053,18.4551223934723,20130,2008-07-06
2008,7,7,16.718760557942,16.9172809172809,21042,2008-07-07
2008,7,8,18.5307711630244,17.5790627023258,20409,2008-07-08
2008,7,9,13.6595423030809,13.8105985750689,19593,2008-07-09
2008,7,10,16.9780392156863,17.2429920186879,21058,2008-07-10
2008,7,11,6.40333542198872,8.91934940570714,21125,2008-07-11
2008,7,12,7.97035265324285,10.4704381586245,18216,2008-07-12
2008,7,13,28.1926351527814,26.5269849507006,20130,2008-07-13
2008,7,14,8.36498888996232,11.207410623824,21033,2008-07-14
2008,7,15,3.4562539558888,6.96298994608772,20783,2008-07-15
2008,7,16,1.76609483423285,5.20549000722369,20956,2008-07-16
2008,7,17,5.24893443800584,6.89576952526799,21055,2008-07-17
2008,7,18,7.56641447998468,9.49710789234667,21128,2008-07-18
2008,7,19,5.4243650881668,8.59908063801506,18213,2008-07-19
2008,7,20,12.5339476482203,13.510965133906,20124,2008-07-20
2008,7,21,7.31367798827463,9.9318984280532,21018,2008-07-21
2008,7,22,11.1658861227508,11.2375232865967,20755,2008-07-22
2008,7,23,20.6593969180361,18.655638562789,20925,2008-07-23
2008,7,24,17.221899463345,18.7564858490566,21015,2008-07-24
2008,7,25,7.09439315252933,10.2404053989145,21102,2008-07-25
2008,7,26,3.74763757643135,7.53221428175724,18187,2008-07-26
2008,7,27,20.8576812352787,22.0481739673291,20105,2008-07-27
2008,7,28,6.78987685445554,10.212524822008,21002,2008-07-28
2008,7,29,5.96308429493448,7.81794246708922,20740,2008-07-29
2008,7,30,6.32561631229719,8.53745833937111,20904,2008-07-30
2008,7,31,18.743783520234,19.2555722818433,21016,2008-07-31
2008,8,1,9.16219088098918,12.0501952842471,21009,2008-08-01
2008,8,2,15.975933230435,17.3932469304229,18104,2008-08-02
2008,8,3,7.36702425136001,10.4461967545639,20026,2008-08-03
2008,8,4,15.7893731463329,18.1298124875324,20928,2008-08-04
2008,8,5,10.1134977058438,12.930764206401,20636,2008-08-05
2008,8,6,6.28473981679984,8.54431425932228,20807,2008-08-06
2008,8,7,15.8670836591087,15.3214909726267,20925,2008-08-07
2008,8,8,9.59170994515362,11.8948413659482,20993,2008-08-08
2008,8,9,4.51348195919275,8.07612014879796,18087,2008-08-09
2008,8,10,16.5738953518702,17.6641736781967,20027,2008-08-10
2008,8,11,16.1217248091032,18.2171167139092,20906,2008-08-11
2008,8,12,4.26134638922889,7.41311154598826,20605,2008-08-12
2008,8,13,2.43292919495635,5.538621725023,20782,2008-08-13
2008,8,14,12.2009428403064,12.66572265625,20921,2008-08-14
2008,8,15,18.9358687546607,19.4430679630818,20990,2008-08-15
2008,8,16,7.60195823193163,11.3596882588807,17862,2008-08-16
2008,8,17,2.75882233296044,7.0750825501651,19809,2008-08-17
2008,8,18,3.07573849878935,6.66381187400203,20838,2008-08-18
2008,8,19,-0.175263593136241,3.4521424883841,19922,2008-08-19
2008,8,20,6.78506594453638,8.00721009413178,20200,2008-08-20
2008,8,21,6.90826552887478,9.05367567032749,20470,2008-08-21
2008,8,22,3.83808770455332,6.75090003452187,20524,2008-08-22
2008,8,23,-0.105330412559328,4.69480519480519,16628,2008-08-23
2008,8,24,1.3681013718714,5.03179750013075,19229,2008-08-24
2008,8,25,6.57433481986271,8.81698791570958,20311,2008-08-25
2008,8,26,7.4673200928553,8.76199794026777,19732,2008-08-26
2008,8,27,-0.120745379254621,2.95074115155793,19984,2008-08-27
2008,8,28,1.97835691238521,4.79824735122289,20309,2008-08-28
2008,8,29,3.80927375408699,7.41361929235027,20362,2008-08-29
2008,8,30,-2.65139222431362,2.86265482134751,15474,2008-08-30
2008,8,31,-6.19365315650585,0.45368492224476,14879,2008-08-31
2008,9,1,-4.40930030892635,1.28841364374662,18977,2008-09-01
2008,9,2,-2.0641453466815,1.73046792293034,19293,2008-09-02
2008,9,3,-3.85288529395798,0.140756416517445,18729,2008-09-03
2008,9,4,1.94237069660025,4.53818494069661,18961,2008-09-04
2008,9,5,-1.51680247110827,1.36585236042365,19021,2008-09-05
2008,9,6,-0.323861643162843,3.55932796639832,14643,2008-09-06
2008,9,7,-1.48562894499549,2.90731981981982,17850,2008-09-07
2008,9,8,5.90663377486995,7.26538585036926,18855,2008-09-08
2008,9,9,8.94582547574147,10.1132645499629,18089,2008-09-09
2008,9,10,-1.86488990625681,0.975164751375197,18457,2008-09-10
2008,9,11,1.63267152818438,3.5298963592878,18895,2008-09-11
2008,9,12,11.4159217405971,12.1788841490795,18977,2008-09-12
2008,9,13,3.3571698541084,6.81484557879635,14583,2008-09-13
2008,9,14,8.85925880019832,11.7307194377659,17818,2008-09-14
2008,9,15,3.41636323513185,7.30031403228472,18832,2008-09-15
2008,9,16,-2.91003148897886,1.74130275951217,18060,2008-09-16
2008,9,17,-2.83841664831535,1.42794279427943,18442,2008-09-17
2008,9,18,-1.73078779428326,1.80145797598628,18877,2008-09-18
2008,9,19,-0.72554117147708,2.73358766491814,18944,2008-09-19
2008,9,20,-5.35369730476849,0.474414750362544,14569,2008-09-20
2008,9,21,1.66098613951375,5.24643261608154,17773,2008-09-21
2008,9,22,-0.0477742745684818,2.53278513455788,18819,2008-09-22
2008,9,23,-3.42111123482908,-0.00773124200456089,18056,2008-09-23
2008,9,24,-0.974321229964017,1.76431490057205,18429,2008-09-24
2008,9,25,2.86193093878422,4.77053899877379,18856,2008-09-25
2008,9,26,7.71905940594059,10.3159224031383,18939,2008-09-26
2008,9,27,-1.29196070291961,2.26791879574644,14548,2008-09-27
2008,9,28,2.63345800748045,5.45826976323671,17764,2008-09-28
2008,9,29,-0.803420630678781,3.03578868650179,18817,2008-09-29
2008,9,30,-3.52021442930534,0.855437813720022,18035,2008-09-30
2008,10,1,-3.97380585516179,0.416153846153846,18294,2008-10-01
2008,10,2,-1.66720205589464,2.5456004279219,18779,2008-10-02
2008,10,3,0.145293678712291,3.57976570820021,18851,2008-10-03
2008,10,4,-4.24529997235278,1.19570619908878,14527,2008-10-04
2008,10,5,0.909571745435932,4.25846520333504,17685,2008-10-05
2008,10,6,-2.05335194031453,1.33661934101259,18747,2008-10-06
2008,10,7,-0.808115197856784,2.37358658719991,18047,2008-10-07
2008,10,8,3.25770031787789,5.75204895639821,18420,2008-10-08
2008,10,9,1.16242786920282,4.22548130766359,18849,2008-10-09
2008,10,10,1.22271880819367,4.03608630952381,18882,2008-10-10
2008,10,11,-1.57691777041943,2.40055058499656,14568,2008-10-11
2008,10,12,0.021608439201452,3.63480919488167,17722,2008-10-12
2008,10,13,-1.48029938519113,2.69210652719219,18799,2008-10-13
2008,10,14,-3.93428221950406,0.696461307705127,18076,2008-10-14
2008,10,15,3.91119669876204,6.14610745614035,18401,2008-10-15
2008,10,16,3.5445808862787,6.21082378032525,18836,2008-10-16
2008,10,17,2.03892853339014,4.50026598574316,18874,2008-10-17
2008,10,18,-4.44761378548242,0.884878183449513,14530,2008-10-18
2008,10,19,-0.610834088848595,3.39299060129091,17696,2008-10-19
2008,10,20,-1.51765083440308,2.42698429654951,18799,2008-10-20
2008,10,21,-2.41122329447203,1.04198919641365,18043,2008-10-21
2008,10,22,2.9290510788199,5.03661339754816,18407,2008-10-22
2008,10,23,0.173743939474666,3.10050037261791,18855,2008-10-23
2008,10,24,11.6096638431623,12.4828466570927,18898,2008-10-24
2008,10,25,2.32827894626511,5.41454949326669,14543,2008-10-25
2008,10,26,3.29522563022819,7.03920677311211,17691,2008-10-26
2008,10,27,4.73893162623057,7.01846682413571,18786,2008-10-27
2008,10,28,4.44331420128431,6.82744942483142,18029,2008-10-28
2008,10,29,-2.62382945907238,1.54157747406554,18378,2008-10-29
2008,10,30,-1.29793162576358,2.38502301680762,18804,2008-10-30
2008,10,31,-2.41638823464972,2.09171500492503,18389,2008-10-31
2008,11,1,-2.98621925170537,2.58008121687659,14599,2008-11-01
2008,11,2,1.17939085707681,6.31844155844156,17385,2008-11-02
2008,11,3,-1.98010300894551,2.53305539011316,18608,2008-11-03
2008,11,4,-4.8135593220339,0.296467146714672,17952,2008-11-04
2008,11,5,-2.21600617317974,1.31370714796676,18278,2008-11-05
2008,11,6,5.62978328511382,8.87960741548528,18672,2008-11-06
2008,11,7,4.49579378774806,7.78968061614693,18692,2008-11-07
2008,11,8,-2.09178907466324,2.97972150871975,14881,2008-11-08
2008,11,9,2.23422070797482,6.90791673874186,17426,2008-11-09
2008,11,10,-0.769356955380577,2.83891997609605,18593,2008-11-10
2008,11,11,2.2903973322783,4.32700647704872,17929,2008-11-11
2008,11,12,2.46492053823578,4.7408267020336,18270,2008-11-12
2008,11,13,9.0550593617253,9.3106258148631,18646,2008-11-13
2008,11,14,16.6575267343022,16.6045432206629,18672,2008-11-14
2008,11,15,1.72313147845063,4.34234172906739,14849,2008-11-15
2008,11,16,1.41336647973637,5.0035223466913,17402,2008-11-16
2008,11,17,-2.34030789245447,1.9228978287942,18586,2008-11-17
2008,11,18,-4.23789414414414,0.568969396939694,17924,2008-11-18
2008,11,19,-2.72590461436317,2.10195407374696,18250,2008-11-19
2008,11,20,2.24767235347936,4.50150489089541,18745,2008-11-20
2008,11,21,4.22396698644086,6.61595716198126,18792,2008-11-21
2008,11,22,0.755018736616702,5.26094500800854,15048,2008-11-22
2008,11,23,-3.91713024029363,1.17279285468911,17544,2008-11-23
2008,11,24,-0.918255533640149,2.09906409063543,18427,2008-11-24
2008,11,25,-0.289571744883081,3.39170308032584,18638,2008-11-25
2008,11,26,-2.04017025804735,2.49944181595875,18855,2008-11-26
2008,11,27,-6.52094306496112,0.434270928970871,12008,2008-11-27
2008,11,28,-6.0524767042668,0.231145935357493,14328,2008-11-28
2008,11,29,3.82744860943168,6.59030039811799,16654,2008-11-29
2008,11,30,39.4053169053169,34.1913946587537,18619,2008-11-30
2008,12,1,33.2764506980803,32.0810400043424,18877,2008-12-01
2008,12,2,3.22760344348792,6.61553387293491,18166,2008-12-02
2008,12,3,2.3420993227991,4.24033320200371,18019,2008-12-03
2008,12,4,4.25585754451734,5.3868059373282,18350,2008-12-04
2008,12,5,0.162079006647986,3.46931843085689,18405,2008-12-05
2008,12,6,-0.258513824082457,2.55466685213521,14440,2008-12-06
2008,12,7,5.05030667610285,6.82204835578563,17116,2008-12-07
2008,12,8,1.26055515380764,3.29592684954281,18301,2008-12-08
2008,12,9,8.50456016475434,7.21662968585776,17600,2008-12-09
2008,12,10,15.2026869838316,14.153486222633,17917,2008-12-10
2008,12,11,12.1186565473493,12.738033416121,18377,2008-12-11
2008,12,12,6.26181798100287,8.21337667346152,18433,2008-12-12
2008,12,13,1.18526286353468,4.38089926803764,14459,2008-12-13
2008,12,14,9.27951193508263,9.91577642684294,17137,2008-12-14
2008,12,15,19.6788383152174,18.6105138740361,18317,2008-12-15
2008,12,16,24.7462369507162,19.3281756027348,17631,2008-12-16
2008,12,17,23.9956463690718,22.3083228247163,18294,2008-12-17
2008,12,18,25.1053948041612,25.0933550525192,18746,2008-12-18
2008,12,19,42.1311416184971,38.8481057898499,18828,2008-12-19
2008,12,20,37.4459846414161,34.1535930847633,16216,2008-12-20
2008,12,21,41.2970502962309,38.8655493715215,17725,2008-12-21
2008,12,22,30.0610812340787,31.2172421549882,18665,2008-12-22
2008,12,23,38.3558640226629,35.4931483769516,18633,2008-12-23
2008,12,24,32.9741026501174,32.0606465402084,15263,2008-12-24
2008,12,25,7.32872872872873,11.2413358955669,15288,2008-12-25
2008,12,26,30.1832171893147,30.0105329440724,18640,2008-12-26
2008,12,27,36.2803315269366,34.7034042821954,16593,2008-12-27
2008,12,28,11.6038647342995,15.8218855798474,17696,2008-12-28
2008,12,29,1.76817983888526,7.49187897224184,18540,2008-12-29
2008,12,30,7.06393424536628,10.8086818480403,18538,2008-12-30
2008,12,31,9.95846011377166,12.3900354936243,15748,2008-12-31
